,Nama_Produk,Lokasi,Tahun,Price,Wilayah,Merek,Model,Periode,Usia,Harga_Terkoreksi,Merek_encoded,Model_encoded
1831,[OLXMOBBI] Low Angs Toyota Agya 1.2 G TRD Sportivo Bensin-AT 2018 UKC,"Pulo Gadung, Jakarta Timur",2018,129000000,Jakarta Timur,Toyota,Agya,2018-2022,7,61700300,10,17
1832,TOYOTA FORTUNER SRZ 2016 2.7 AT VERY LOW KM.45RB & PAJAK PANJANG #F5ST,"Kelapa Gading, Jakarta Utara",2016,298000000,Jakarta Utara,Toyota,Toyota,2013-2017,9,115451306,10,148
1833,only 13k Miles BMW X7 2020,"Kelapa Gading, Jakarta Utara",2020,1255000000,Jakarta Utara,BMW,X7,2018-2022,5,741064950,0,163
1834,Mercedes Benz S500L Tahun 2004 Automatic,"Daan Mogot, Jakarta Barat",2004,139000000,Jakarta Barat,Mercedes,Benz,2003-2007,21,15209239,6,27
1835,Daihatsu Sigra 2019 Bensin,"Cilandak, Jakarta Selatan",2019,115000000,Jakarta Selatan,Daihatsu,Sigra,2018-2022,6,61115715,1,132
1836,Toyota voxy 2017 CASH low KM,"Pasar Minggu, Jakarta Selatan",2017,280000000,Jakarta Selatan,Toyota,Voxy,2013-2017,8,120530819,10,154
1837,Daihatsu Xenia Li,"Pasar Minggu, Jakarta Selatan",2008,68000000,Jakarta Selatan,Daihatsu,Xenia,2008-2012,17,11340484,1,164
1838,Toyota Calya 2016 Bensin,"Jagakarsa, Jakarta Selatan",2016,86000000,Jakarta Selatan,Toyota,Calya,2013-2017,9,33318162,10,33
1839,Suzuki XL7 2022 Bensin,"Cengkareng, Jakarta Barat",2022,175000000,Jakarta Barat,Suzuki,Xl7,2018-2022,3,127575000,9,166
1840,[OLXMOBBI] Low Angs Toyota Camry 2.4 V Bensin-AT 2010 7NG,"Kramat Jati, Jakarta Timur",2010,128000000,Jakarta Timur,Toyota,Camry,2008-2012,15,26354065,10,34
1841,[OLXMOBBI] Low Angs Nissan March 1.2 L Bensin-AT 2015 FRF,"Kramat Jati, Jakarta Timur",2015,76000000,Jakarta Timur,Nissan,March,2013-2017,10,26499561,8,107
1842,[OLXMOBBI] Low Angs Toyota Fortuner 2.7 4x2 SRZ Bensin-AT 2016 RIN,"Kramat Jati, Jakarta Timur",2016,315000000,Jakarta Timur,Toyota,Fortuner,2013-2017,9,122037454,10,74
1843,Mitsubishi Outlander Sport 2.0 GLS Bensin-AT 2013 Abu 4IS,"Pulo Gadung, Jakarta Timur",2013,143000000,Jakarta Timur,Mitsubishi,Outlander,2013-2017,12,40387424,7,118
1844,Toyota Innova zenix v bensin bukan reborn solar 2023,"Kelapa Gading, Jakarta Utara",2023,360000000,Jakarta Utara,Toyota,Innova,2023-2027,2,291600000,10,90
1845,Honda Jazz Idsi AT 2007 MMC (rare color),"Cilandak, Jakarta Selatan",2007,78000000,Jakarta Selatan,Honda,Jazz,2003-2007,18,11707382,2,93
1846,Bandingkan! Toyota Vellfire 2.5 G ATPM Facelift 2018 alphard,"Kemayoran, Jakarta Pusat",2018,635000000,Jakarta Pusat,Toyota,Vellfire,2018-2022,7,303718532,10,150
1847,Tdp 29JT Honda HRV HR-V SE 1.5 AT 2019 siap pakai,"Kebon Jeruk, Jakarta Barat",2019,219000000,Jakarta Barat,Honda,Hrv,2018-2022,6,116385579,2,86
1848,(KM 40 RB) Toyota Veloz 1.5 AT 2019 Antik,"Duren Sawit, Jakarta Timur",2019,178000000,Jakarta Timur,Toyota,Veloz,2018-2022,6,94596498,10,151
1849,Harga Cash Hyundai Stargazer Prime 7 Seater 2022,"Pondok Aren, Tangerang Selatan Kota",2022,220000000,Tangerang Selatan Kota,Hyundai,Stargazer,2018-2022,3,160380000,3,137
1850,[36rb] BMW 218i GT Grantouerer 2015 Panoramic,"Cilandak, Jakarta Selatan",2015,240000000,Jakarta Selatan,BMW,218I,2013-2017,10,83682826,0,2
1851,[OLXMOBBI] Low Angs Honda Brio Satya 1.2 E Bensin-AT 2020 PKR,"Pulo Gadung, Jakarta Timur",2020,149000000,Jakarta Timur,Honda,Brio,2018-2022,5,87983010,2,31
1852,Mitsubishi Xpander 1.5 Cross Premium Package Bensin-AT 2021 Abu AAN,"Pulo Gadung, Jakarta Timur",2021,240000000,Jakarta Timur,Mitsubishi,Xpander,2018-2022,4,157464000,7,167
1853,[OLXMOBBI] Low Angs Honda Brio Satya 1.2 E Bensin-MT 2017 SZM,"Pulo Gadung, Jakarta Timur",2017,124000000,Jakarta Timur,Honda,Brio,2013-2017,8,53377934,2,31
1854,[OLXMOBBI] DP Rendah Toyota Rush 1.5 G Bensin-MT 2020 BSRSDS,"Kramat Jati, Jakarta Timur",2020,192000000,Jakarta Timur,Toyota,Rush,2018-2022,5,113374080,10,124
1855,[ KM 34RB ] Toyota Innova Reborn 2.4 V Diesel 2TV AT Putih 2019 2020,"Kelapa Gading, Jakarta Utara",2019,359000000,Jakarta Utara,Toyota,Innova,2018-2022,6,190787319,10,90
1856,[CASH] Toyota Yaris Matic E At 2009 Jual Cepat Tt Pribadi Yaris E-At,"Duren Sawit, Jakarta Timur",2009,84500000,Jakarta Timur,Toyota,Yaris,2008-2012,16,15658021,10,169
1857,Toyota Kijang Innova 2023 Hybrid,"Duren Sawit, Jakarta Timur",2023,519000000,Jakarta Timur,Toyota,Kijang,2023-2027,2,420390000,10,98
1858,[LOW KM] Mazda CX3 CX-3 CX 3 2.0 Pro Sunroof Abu 2021/2022,"Kemayoran, Jakarta Pusat",2021,295000000,Jakarta Pusat,Mazda,Cx3,2018-2022,4,193549500,5,55
1859,Jimny 2022 A/t Cash Hitam 3 Door Suzuki All Grip,"Kelapa Gading, Jakarta Utara",2022,435000000,Jakarta Utara,Suzuki,All,2018-2022,3,317115000,9,19
1860,[SUNROOF] Mazda CX5 Elite Bose Camera360 Merah 2022/2023,"Mampang Prapatan, Jakarta Selatan",2022,399000000,Jakarta Selatan,Mazda,Cx5,2018-2022,3,290871000,5,57
1861,Toyota Alphard G ATPM at 2019 Hitam istimewa,"Jakarta Pusat, Jakarta D.K.I.",2019,770000000,Jakarta D.K.I.,Toyota,Alphard,2018-2022,6,409209570,10,21
1862,mercedes benz c200 w205 amg 2014 full spec,"Tanjung Priok, Jakarta Utara",2014,400000000,Jakarta Utara,Mercedes,Mercedes,2013-2017,11,125524238,6,110
1863,Pajak Panjang - Honda Brio Satya 1.2 E Bensin-MT 2015 Merah (7EQ),"Bogor Selatan - Kota, Bogor Kota",2015,96000000,Bogor Kota,Honda,Brio,2013-2017,10,33473130,2,31
1864,Pajak Panjang - Daihatsu Ayla 1.0 X Bensin-MT 2016(NK),"Pulo Gadung, Jakarta Timur",2016,69000000,Jakarta Timur,Daihatsu,Ayla,2013-2017,9,26732014,1,25
1865,Pajak Panjang - Toyota Calya 1.2 G Bensin-AT 2019(JI),"Pulo Gadung, Jakarta Timur",2019,114000000,Jakarta Timur,Toyota,Calya,2018-2022,6,60584274,10,33
1866,DP Rendah - Toyota Agya 1.2 G TRD Sportivo Bensin-AT 2017(CON),"Pulo Gadung, Jakarta Timur",2017,115000000,Jakarta Timur,Toyota,Agya,2013-2017,8,49503729,10,17
1867,Toyota Land Cruiser VX200 UK Version 2012 Nik 2011 AT 4x4 V8 4.5,"Pondok Aren, Tangerang Selatan Kota",2011,816000000,Tangerang Selatan Kota,Toyota,Land,2008-2012,14,186674626,10,100
1868,Nissan Serena Hws Autech Panoramic Biru 2015 Tdp Murmer Ori Menarik Bu,"Serpong, Tangerang Selatan Kota",2015,156000000,Tangerang Selatan Kota,Nissan,Serena,2013-2017,10,54393837,8,130
1869,Hyundai Creta Prime AT 2024 PUTIH,"Ciputat, Tangerang Selatan Kota",2024,306000000,Tangerang Selatan Kota,Hyundai,Creta,2023-2027,1,275400000,3,48
1870,Honda HRV Putih Prestige 1.8 2017,"Ciputat, Tangerang Selatan Kota",2017,230000000,Tangerang Selatan Kota,Honda,Hrv,2013-2017,8,99007458,2,86
1871,Kia Seltos 1.4 EX plus 2020 (sunroof),"Pondok Aren, Tangerang Selatan Kota",2020,205000000,Tangerang Selatan Kota,Kia,Seltos,2018-2022,5,121050450,4,129
1872,DP Rendah - Mazda Biante 2.0 Skyactiv Bensin-AT 2015(NTE),"Pulo Gadung, Jakarta Timur",2015,157000000,Jakarta Timur,Mazda,Biante,2013-2017,10,54742515,5,28
1873,Pajak Panjang - Suzuki Ertiga 1.5 Sport Bensin-AT 2021(SRZ),"Pulo Gadung, Jakarta Timur",2021,192000000,Jakarta Timur,Suzuki,Ertiga,2018-2022,4,125971200,9,66
1874,Pajak Panjang - Honda Civic 1.5 ES Bensin-AT 2018(KAC),"Pulo Gadung, Jakarta Timur",2018,322000000,Jakarta Timur,Honda,Civic,2018-2022,7,154011602,2,40
1875,Pajak Panjang - Mazda Biante 2.0 Bensin-AT 2013(KYJ),"Pulo Gadung, Jakarta Timur",2013,117000000,Jakarta Timur,Mazda,Biante,2013-2017,12,33044256,5,28
1876,Pajak Panjang - Daihatsu Xenia 1.5 R Deluxe Bensin-MT 2021(SRZ),"Pulo Gadung, Jakarta Timur",2021,175000000,Jakarta Timur,Daihatsu,Xenia,2018-2022,4,114817500,1,164
1877,Hyundai Palisade Prime Non Signature 2.2 Diesel AT Facelift 2023/2024,"Pondok Aren, Tangerang Selatan Kota",2023,720000000,Tangerang Selatan Kota,Hyundai,Palisade,2023-2027,2,583200000,3,120
1878,NISSAN SERENA 2.0 HWS AT 2014 SILVER FULLSET LOW KM,"Serpong, Tangerang Selatan Kota",2014,133000000,Tangerang Selatan Kota,Nissan,Nissan,2013-2017,11,41736809,8,116
1879,HYUNDAI PALISADE 2.2 SIGNATURE 4WD AT,"Pondok Aren, Tangerang Selatan Kota",2023,830000000,Tangerang Selatan Kota,Hyundai,Hyundai,2023-2027,2,672300000,3,88
1880,Daihatsu Ayla R Matic 2021,"Pondok Aren, Tangerang Selatan Kota",2021,138000000,Tangerang Selatan Kota,Daihatsu,Ayla,2018-2022,4,90541800,1,25
1881,Toyota Avanza  G At 2017  hitam,"Ciputat Timur, Tangerang Selatan Kota",2017,130000000,Tangerang Selatan Kota,Toyota,Avanza,2013-2017,8,55960737,10,24
1882,TOYOTA FORTUNER VRZ GR 2.4 AT 2021,"Pondok Aren, Tangerang Selatan Kota",2021,460000000,Tangerang Selatan Kota,Toyota,Toyota,2018-2022,4,301806000,10,148
1883,DP Rendah - Nissan Grand livina 1.5 XV Bensin-AT 2018(TVI),"Pulo Gadung, Jakarta Timur",2018,134000000,Jakarta Timur,Nissan,Grand,2018-2022,7,64091785,8,78
1884,DP Rendah - Daihatsu Sigra 1.2 X Bensin-MT 2018(SZW),"Pulo Gadung, Jakarta Timur",2018,82000000,Jakarta Timur,Daihatsu,Sigra,2018-2022,7,39220346,1,132
1885,Pajak Panjang - Honda Brio Satya 1.2 E Bensin-AT 2019(BIH),"Pulo Gadung, Jakarta Timur",2019,148000000,Jakarta Timur,Honda,Brio,2018-2022,6,78653268,2,31
1886,Mitsubishi Xpander 1.5 Cross Premium Package Bensin-AT 2020(KOV),"Pulo Gadung, Jakarta Timur",2020,221000000,Jakarta Timur,Mitsubishi,Xpander,2018-2022,5,130498290,7,167
1887,Pajak Panjang - Toyota Yaris 1.5 TRD Sportivo Bensin-MT 2013(KO),"Pulo Gadung, Jakarta Timur",2013,123000000,Jakarta Timur,Toyota,Yaris,2013-2017,12,34738833,10,169
1888,(KM 20 RIBU) Hyundai Creta Prime Putih Two tone 2022 SANGAT TERAWAT,"Pondok Aren, Tangerang Selatan Kota",2022,300000000,Tangerang Selatan Kota,Hyundai,Creta,2018-2022,3,218700000,3,48
1889,Toyota Kijang Innova 2021 Diesel,"Ciputat Timur, Tangerang Selatan Kota",2021,440000000,Tangerang Selatan Kota,Toyota,Kijang,2018-2022,4,288684000,10,98
1890,[KM ANTIK] Suzuki Jimny 1.5 3 Door AT Kinetic Yellow 2020/2021,"Pondok Aren, Tangerang Selatan Kota",2020,405000000,Tangerang Selatan Kota,Suzuki,Jimny,2018-2022,5,239148450,9,94
1891,Honda Jazz RS Matic 2018 Dp 5 Juta Promo,"Pondok Aren, Tangerang Selatan Kota",2018,212500000,Tangerang Selatan Kota,Honda,Jazz,2018-2022,7,101638091,2,93
1892,Mazda Cx 5 GT 2.5 Matic 2014 Sunroof Dp 3 Juta,"Pondok Aren, Tangerang Selatan Kota",2014,184500000,Tangerang Selatan Kota,Mazda,Cx,2013-2017,11,57898055,5,50
1893,Harga Cash Hyundai Stargazer Prime 7 Seater 2022,"Pondok Aren, Tangerang Selatan Kota",2022,220000000,Tangerang Selatan Kota,Hyundai,Stargazer,2018-2022,3,160380000,3,137
1894,Pajak Panjang - Honda Mobilio 1.5 RS Bensin-MT 2020(GV),"Pulo Gadung, Jakarta Timur",2020,182000000,Jakarta Timur,Honda,Mobilio,2018-2022,5,107469180,2,113
1895,Pajak Panjang - Nissan Livina 1.5 New VL Bensin-AT 2019(SYZ),"Pulo Gadung, Jakarta Timur",2019,178000000,Jakarta Timur,Nissan,Livina,2018-2022,6,94596498,8,103
1896,DP Rendah - Daihatsu Xenia 1.3 R Bensin-MT 2014(TID),"Pulo Gadung, Jakarta Timur",2014,106000000,Jakarta Timur,Daihatsu,Xenia,2013-2017,11,33263923,1,164
1897,DP Rendah - Toyota Raize 1.0 Turbo G Bensin-MT 2022(KZQ),"Pulo Gadung, Jakarta Timur",2022,164000000,Jakarta Timur,Toyota,Raize,2018-2022,3,119556000,10,122
1898,Pajak Panjang - Daihatsu Terios 1.5 R Bensin-MT 2017(FZR),"Pulo Gadung, Jakarta Timur",2017,126000000,Jakarta Timur,Daihatsu,Terios,2013-2017,8,54238868,1,145
1899,(KM 1 RB Perak) Hyundai Creta Prime Merah Two-tone 2022 LIKE NEW ANTIK,"Serpong, Tangerang Selatan Kota",2022,322000000,Tangerang Selatan Kota,Hyundai,Creta,2018-2022,3,234738000,3,48
1900,[LOW KM] Hyundai Creta Prime 1.5 Two Tone Putih AT Panoramic 2023/2024,"Pondok Aren, Tangerang Selatan Kota",2023,295000000,Tangerang Selatan Kota,Hyundai,Creta,2023-2027,2,238950000,3,48
1901,Mercedes Benz S450L Exclusive V222 2018 / 2019,"Serpong, Tangerang Selatan Kota",2019,830000000,Tangerang Selatan Kota,Mercedes,Benz,2018-2022,6,441096030,6,27
1902,BMW X5 M Sport 2024/ 2025 KM 6rb ANTIK,"Pondok Aren, Tangerang Selatan Kota",2024,1480000000,Tangerang Selatan Kota,BMW,X5,2023-2027,1,1332000000,0,161
1903,BMW X4 xDrive30i M Sport Thn 2023 KM 8rb!,"Pondok Aren, Tangerang Selatan Kota",2023,1250000000,Tangerang Selatan Kota,BMW,X4,2023-2027,2,1012500000,0,160
1904,BMW 318i 1988 Bensin,"Ciputat, Tangerang Selatan Kota",1988,39000000,Tangerang Selatan Kota,BMW,318I,1988-1992,37,790747,0,3
1905,Pajak Panjang - Toyota Raize 1.0 G One Tone Bensin-MT 2021(KZK),"Pulo Gadung, Jakarta Timur",2021,152000000,Jakarta Timur,Toyota,Raize,2018-2022,4,99727200,10,122
1906,Pajak Panjang - Toyota Vios 1.5 G Bensin-AT 2014(PBI),"Pulo Gadung, Jakarta Timur",2014,123000000,Jakarta Timur,Toyota,Vios,2013-2017,11,38598703,10,153
1907,Pajak Panjang - Toyota Rush 1.5 TRD Sportivo Bensin-MT 2018(ZKJ),"Pulo Gadung, Jakarta Timur",2018,198000000,Jakarta Timur,Toyota,Rush,2018-2022,7,94702786,10,124
1908,Pajak Panjang - Toyota Rush 1.5 S GR Sport Bensin-MT 2021(DFA),"Pulo Gadung, Jakarta Timur",2021,221000000,Jakarta Timur,Toyota,Rush,2018-2022,4,144998100,10,124
1909,Pajak Panjang - Toyota Kijang Innova 2.0 Venturer Bensin-AT 2017(KGV),"Pulo Gadung, Jakarta Timur",2017,286000000,Jakarta Timur,Toyota,Kijang,2013-2017,8,123113622,10,98
1910,Toyota avanza E M/T 2024,"Ciputat Timur, Tangerang Selatan Kota",2024,183000000,Tangerang Selatan Kota,Toyota,Avanza,2023-2027,1,164700000,10,24
1911,NISSAN KICKS 2022 / 2021 E POWER HYBRID 1.2 AT LOW KM.20RB PJK PJG#F2S,"Ciputat Timur, Tangerang Selatan Kota",2021,265000000,Tangerang Selatan Kota,Nissan,Nissan,2018-2022,4,173866500,8,116
1912,[ LOW KM ] Toyota Alphard 2.5 G ATPM TSS Pilot Seat AT Black 2022/2023,"Pondok Aren, Tangerang Selatan Kota",2022,1017000000,Tangerang Selatan Kota,Toyota,Alphard,2018-2022,3,741393000,10,21
1913,TOYOTA RAIZE GR 2021 TSS TWO TONE 1.0 AT TURBO LOW KM.34RB PJK PJG#F2S,"Ciputat Timur, Tangerang Selatan Kota",2021,189000000,Tangerang Selatan Kota,Toyota,Toyota,2018-2022,4,124002900,10,148
1914,Nissan xtrail 2009,"Pondok Aren, Tangerang Selatan Kota",2009,95000000,Tangerang Selatan Kota,Nissan,Xtrail,2008-2012,16,17603692,8,168
1915,Honda Brio Satya 2025 Bensin,"Ciputat Timur, Tangerang Selatan Kota",2025,202500000,Tangerang Selatan Kota,Honda,Brio,2023-2027,0,202500000,2,31
1916,Honda Cielo 1994 Bensin,"Pondok Aren, Tangerang Selatan Kota",1994,33000000,Tangerang Selatan Kota,Honda,Cielo,1993-1997,31,1259017,2,38
1917,Suzuki Karimun 2007 Bensin,"Serpong, Tangerang Selatan Kota",2007,59000000,Tangerang Selatan Kota,Suzuki,Karimun,2003-2007,18,8855583,9,96
1918,Pajak Panjang - Daihatsu Terios 1.5 TX ADVENTURE Bensin-AT 2014(UYE),"Pulo Gadung, Jakarta Timur",2014,128000000,Jakarta Timur,Daihatsu,Terios,2013-2017,11,40167756,1,145
1919,DP Rendah - Nissan Serena 2.0 Highway Star Bensin-AT 2013(BRG),"Pulo Gadung, Jakarta Timur",2013,108100000,Jakarta Timur,Nissan,Serena,2013-2017,12,30530633,8,130
1920,Pajak Panjang - Toyota Sienta 1.5 V Bensin-MT 2018,"Pulo Gadung, Jakarta Timur",2018,147000000,Jakarta Timur,Toyota,Sienta,2018-2022,7,70309644,10,131
1921,Pajak Panjang - Daihatsu Sigra 1.0 D Bensin-MT 2022(POP),"Pulo Gadung, Jakarta Timur",2022,94000000,Jakarta Timur,Daihatsu,Sigra,2018-2022,3,68526000,1,132
1922,DP Rendah - Toyota Voxy 2.0 Bensin-AT 2017(SZM),"Pulo Gadung, Jakarta Timur",2017,286000000,Jakarta Timur,Toyota,Voxy,2013-2017,8,123113622,10,154
1923,[ LOW KM ] Toyota Alphard 2.5 G ATPM TSS Pilot Seat AT 2022/2023,"Pondok Aren, Tangerang Selatan Kota",2022,1017000000,Tangerang Selatan Kota,Toyota,Alphard,2018-2022,3,741393000,10,21
1924,[PAJAK PANJANG] Toyota Alphard 2.5 G ATPM Black on Beige AT 2015/2016,"Pondok Aren, Tangerang Selatan Kota",2015,450000000,Tangerang Selatan Kota,Toyota,Alphard,2013-2017,10,156905298,10,21
1925,Toyota Innova V 2.0 AT 2018,"Ciputat, Tangerang Selatan Kota",2018,260000000,Tangerang Selatan Kota,Toyota,Innova,2018-2022,7,124357194,10,90
1926,"Nissan Serena HWS 2017 Silver | Panoramic Roof, Siap Pakai!","Serpong, Tangerang Selatan Kota",2017,185000000,Tangerang Selatan Kota,Nissan,Serena,2013-2017,8,79636434,8,130
1927,Mercedes-Benz GLC300 2023 Bensin,"Pondok Aren, Tangerang Selatan Kota",2023,1175000000,Tangerang Selatan Kota,Mercedes,-Benz,2023-2027,2,951750000,6,1
1928,[ LOW KM ] Toyota Alphard 2.5 G ATPM TSS Pilot Seat AT Black 2022/2023,"Ciputat, Tangerang Selatan Kota",2022,1023000000,Tangerang Selatan Kota,Toyota,Alphard,2018-2022,3,745767000,10,21
1929,BMW iX 2023 Listrik,"Pondok Aren, Tangerang Selatan Kota",2023,1395000000,Tangerang Selatan Kota,BMW,Ix,2023-2027,2,1129950000,0,92
1930,Pajak Panjang - Mazda CX5 2.5 Grand Touring Bensin-AT 2017(PIP),"Pulo Gadung, Jakarta Timur",2017,250000000,Jakarta Timur,Mazda,Cx5,2013-2017,8,107616803,5,57
1931,Pajak Panjang - Honda Brio Satya 1.2 E Bensin-AT 2019 Abu (BIT),"Jatinegara, Jakarta Timur",2019,145000000,Jakarta Timur,Honda,Brio,2018-2022,6,77058945,2,31
1932,Pajak Panjang - Daihatsu Terios 1.5 R Bensin-AT 2018 Hitam (FIF),"Jatinegara, Jakarta Timur",2018,179000000,Jakarta Timur,Daihatsu,Terios,2018-2022,7,85615145,1,145
1933,Pajak Panjang - Toyota Camry 2.5 G Bensin-AT 2016 Hitam (SAM),"Jatinegara, Jakarta Timur",2016,184000000,Jakarta Timur,Toyota,Camry,2013-2017,9,71285370,10,34
1934,Pajak Panjang - Honda HRV 1.5 S Bensin-AT 2021 Hitam (SRS),"Jatinegara, Jakarta Timur",2021,277000000,Jakarta Timur,Honda,Hrv,2018-2022,4,181739700,2,86
1935,[ LOW KM ] Daihatsu All New Xenia 1.3 R CVT ASA AT Silver 2022/2023,"Ciputat, Tangerang Selatan Kota",2022,199000000,Tangerang Selatan Kota,Daihatsu,All,2018-2022,3,145071000,1,19
1936,MITSUBISHI XPANDER CROSS PREMIUM FACELIFT AT MATIC 2022 HITAM,"Serpong, Tangerang Selatan Kota",2022,267500000,Tangerang Selatan Kota,Mitsubishi,Mitsubishi,2018-2022,3,195007500,7,112
1937,MERCEDES BENZ GLS 450 AMG 2020 LIKE NEW,"Pondok Aren, Tangerang Selatan Kota",2020,1350000000,Tangerang Selatan Kota,Mercedes,Mercedes,2018-2022,5,797161500,6,110
1938,BMW X5 G05 xDrive40i xLine B58 2022,"Serpong, Tangerang Selatan Kota",2022,985000000,Tangerang Selatan Kota,BMW,X5,2018-2022,3,718065000,0,161
1939,"Mazda CX-5 GT 2.5 AT 2014 Abu Tua | Sunroof, Bose, Full Fitur!","Serpong, Tangerang Selatan Kota",2014,170000000,Tangerang Selatan Kota,Mazda,Cx-5,2013-2017,11,53347801,5,52
1940,Wuling Almaz Mulus Top,"Serpong, Tangerang Selatan Kota",2020,185000000,Tangerang Selatan Kota,Wuling,Almaz,2018-2022,5,109240650,11,20
1941,MAZDA 2 R 2011 SDN ABU-ABU MET PAJAK PANJANG MULUS ISTIMEWA SIAP PAKAI,"Ciputat, Tangerang Selatan Kota",2011,85000000,Tangerang Selatan Kota,Mazda,Mazda,2008-2012,14,19445274,5,109
1942,[PILOT SEAT] Toyota Alphard 2.5 G ATPM TSS AT Black On Beige 2021/2022,"Serpong, Tangerang Selatan Kota",2021,895000000,Tangerang Selatan Kota,Toyota,Alphard,2018-2022,4,587209500,10,21
1943,"Toyota Sienta Q AT 2017 Hitam | Tipe Tertinggi, Siap Pakai!","Serpong, Tangerang Selatan Kota",2017,170000000,Tangerang Selatan Kota,Toyota,Sienta,2013-2017,8,73179426,10,131
1944,DP Rendah - Toyota Yaris 1.5 S Bensin-AT 2021 Merah (FAF),"Jatinegara, Jakarta Timur",2021,234000000,Jakarta Timur,Toyota,Yaris,2018-2022,4,153527400,10,169
1945,DP Rendah - Nissan Grand livina 1.5 Highway Star Bensin-MT 2017 Hitam,"Jatinegara, Jakarta Timur",2017,133000000,Jakarta Timur,Nissan,Grand,2013-2017,8,57252139,8,78
1946,DP Rendah - Mitsubishi Xpander 1.5 Sport Bensin-AT 2018 Silver (CYA),"Jatinegara, Jakarta Timur",2018,184000000,Jakarta Timur,Mitsubishi,Xpander,2018-2022,7,88006630,7,167
1947,Pajak Panjang - Toyota Calya 1.2 G Bensin-MT 2019 Putih (9GR),"Jatinegara, Jakarta Timur",2019,111000000,Jakarta Timur,Toyota,Calya,2018-2022,6,58989951,10,33
1948,Pajak Panjang - Honda Brio Satya 1.2 E Bensin-AT 2020 Putih (SAS),"Jatinegara, Jakarta Timur",2020,151000000,Jakarta Timur,Honda,Brio,2018-2022,5,89163990,2,31
1949,(KM 9 RIBU) Mazda CX30 GT Abu-abu 2023 SEPERTI BARU GRESS,"Serpong, Tangerang Selatan Kota",2023,460000000,Tangerang Selatan Kota,Mazda,Cx30,2023-2027,2,372600000,5,56
1950,"Mazda CX-5 2.5 GT AT 2015 Putih | Tipe Tertinggi, Siap Pakai!","Serpong, Tangerang Selatan Kota",2015,199000000,Tangerang Selatan Kota,Mazda,Cx-5,2013-2017,10,69387010,5,52
1951,[ KM 29RB ] Toyota Alphard 2.5 G ATPM TSS AT Brown On Beige 2020/2021,"Pondok Aren, Tangerang Selatan Kota",2020,845000000,Tangerang Selatan Kota,Toyota,Alphard,2018-2022,5,498964050,10,21
1952,[ PILOT SEAT ] Toyota Alphard 2.5 G ATPM TSS AT Black On Beige 2021,"Pondok Aren, Tangerang Selatan Kota",2021,895000000,Tangerang Selatan Kota,Toyota,Alphard,2018-2022,4,587209500,10,21
1953,[LOW KM] Toyota Alphard 2.5 G ATPM TSS Pilot Seat AT Black 2022/2023,"Serpong, Tangerang Selatan Kota",2022,1023000000,Tangerang Selatan Kota,Toyota,Alphard,2018-2022,3,745767000,10,21
1954,DP Rendah - Suzuki Ertiga 1.4 GL Bensin-MT 2015 Abu (VKE),"Jatinegara, Jakarta Timur",2015,113000000,Jakarta Timur,Suzuki,Ertiga,2013-2017,10,39400664,9,66
1955,Pajak Panjang - Toyota Avanza 1.3 Veloz Bensin-AT 2019 Hitam (FFJ),"Jatinegara, Jakarta Timur",2019,171000000,Jakarta Timur,Toyota,Avanza,2018-2022,6,90876411,10,24
1956,Pajak Panjang - Daihatsu Ayla 1.0 X Bensin-AT 2013 Silver (PZV),"Jatinegara, Jakarta Timur",2013,78000000,Jakarta Timur,Daihatsu,Ayla,2013-2017,12,22029504,1,25
1957,Pajak Panjang - Wuling Almaz 1.5 Smart E 5-Seater-AT 2019 Abu (BIZ),"Jatinegara, Jakarta Timur",2019,181000000,Jakarta Timur,Wuling,Almaz,2018-2022,6,96190821,11,20
1958,Toyota Raize GR AT TSS 2021 Two Tone KM Antik,"Pondok Aren, Tangerang Selatan Kota",2021,195000000,Tangerang Selatan Kota,Toyota,Raize,2018-2022,4,127939500,10,122
1959,Toyota Alphard 2.4 G 2013,"Serpong, Tangerang Selatan Kota",2012,235000000,Tangerang Selatan Kota,Toyota,Alphard,2008-2012,13,59733847,10,21
1960,[ LOW KM 11RB ] Mazda CX3 CX-3 CX 3 2.0 Pro Sunroof Abu 2021/2022,"Pondok Aren, Tangerang Selatan Kota",2021,295000000,Tangerang Selatan Kota,Mazda,Cx3,2018-2022,4,193549500,5,55
1961,[ PAJAKPANJANG ] Toyota HiACE Premio 2.8 12 Seater MT Silver 2023/2024,"Serpong, Tangerang Selatan Kota",2023,655000000,Tangerang Selatan Kota,Toyota,Hiace,2023-2027,2,530550000,10,82
1962,[LOW KM 9RB] Suzuki Grand Vitara GX Hyrbid 1.5 Panoramic AT 2024/2025,"Pondok Aren, Tangerang Selatan Kota",2024,300000000,Tangerang Selatan Kota,Suzuki,Grand,2023-2027,1,270000000,9,78
1963,Mercedes Benz CLA200 AMG C118 CBU 2020 / 2021,"Serpong, Tangerang Selatan Kota",2021,690000000,Tangerang Selatan Kota,Mercedes,Benz,2018-2022,4,452709000,6,27
1964,Honda Brio 2015 Bensin,"Ciputat Timur, Tangerang Selatan Kota",2015,115000000,Tangerang Selatan Kota,Honda,Brio,2013-2017,10,40098021,2,31
1965,Pajak Panjang - Honda Brio 1.2 RS Bensin-AT 2017 Merah (SOW),"Jatinegara, Jakarta Timur",2017,130000000,Jakarta Timur,Honda,Brio,2013-2017,8,55960737,2,31
